2-Apr,12:41:33,68.54°F,46.10%,67°F (Wall),70°F (Ambient2),Comfort
2-Apr,12:41:35,68.54°F,46.10%,67°F (Wall),70°F (Ambient2),Comfort
2-Apr,12:41:37,68.54°F,46.10%,67°F (Wall),70°F (Ambient2),Comfort
2-Apr,12:41:39,68.36°F,46.00%,67°F (Wall),70°F (Ambient2),Comfort
2-Apr,12:41:41,68.54°F,46.10%,67°F (Wall),70°F (Ambient2),Comfort
2-Apr,12:41:43,68.36°F,46.10%,67°F (Wall),70°F (Ambient2),Comfort
2-Apr,12:41:45,68.36°F,46.10%,67°F (Wall),70°F (Ambient2),Comfort
2-Apr,12:41:47,68.54°F,46.20%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:41:49,68.36°F,46.10%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:41:52,68.54°F,46.20%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:41:54,68.54°F,46.20%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:41:56,68.54°F,46.20%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:41:58,68.54°F,46.20%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:42:00,68.36°F,46.10%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:42:02,68.54°F,46.20%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:42:04,68.36°F,46.10%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:42:06,68.36°F,46.10%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:42:08,68.36°F,46.10%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:42:10,68.36°F,46.10%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:42:12,68.36°F,46.10%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:42:14,68.36°F,46.10%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:42:16,68.36°F,46.10%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:42:18,68.36°F,46.10%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:42:20,68.36°F,46.10%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:42:22,68.36°F,46.10%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:42:24,68.36°F,46.10%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:42:26,68.36°F,46.10%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:42:28,68.36°F,46.10%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:42:30,68.36°F,46.10%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:42:32,68.36°F,46.10%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:42:34,68.36°F,46.10%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:42:36,68.54°F,46.10%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:42:38,68.36°F,46.00%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:42:40,68.36°F,46.10%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:42:42,68.54°F,46.10%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:42:44,68.36°F,46.00%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:42:46,68.36°F,46.00%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:42:48,68.36°F,46.00%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:42:50,68.36°F,46.00%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:42:53,68.36°F,46.00%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:42:55,68.36°F,46.00%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:42:57,68.36°F,46.00%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:42:59,68.36°F,46.00%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:43:01,68.36°F,46.00%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:43:03,68.36°F,46.00%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:43:05,68.36°F,46.00%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:43:07,68.36°F,46.00%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:43:09,68.36°F,45.90%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:43:11,68.18°F,45.90%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:43:13,68.36°F,45.90%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:43:15,68.36°F,45.90%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:43:17,68.36°F,45.90%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:43:19,68.36°F,45.90%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:43:21,68.36°F,45.90%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:43:23,68.36°F,45.90%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:43:25,68.36°F,45.90%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:43:27,68.36°F,45.90%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:43:29,68.36°F,45.90%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:43:31,68.36°F,45.90%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:43:33,68.36°F,45.80%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:43:35,68.36°F,45.80%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:43:37,68.36°F,45.80%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:43:39,68.36°F,45.80%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:43:41,68.36°F,45.80%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:43:43,68.36°F,45.80%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:43:45,68.36°F,45.70%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:43:47,68.18°F,45.60%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:43:49,68.36°F,45.70%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:43:51,68.36°F,45.60%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:43:53,68.36°F,45.60%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:43:56,68.36°F,45.60%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:43:58,68.36°F,45.50%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:44:00,68.36°F,45.50%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:44:02,68.18°F,45.40%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:44:04,68.18°F,45.40%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:44:06,68.36°F,45.50%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:44:08,68.36°F,45.50%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:44:10,68.18°F,45.40%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:44:12,68.36°F,45.40%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:44:14,68.36°F,45.40%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:44:16,68.36°F,45.30%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:44:18,68.36°F,45.30%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:44:20,68.36°F,45.30%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:44:22,68.36°F,45.30%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:44:24,68.36°F,45.30%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:44:26,68.18°F,45.20%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:44:28,68.36°F,45.30%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:44:30,68.36°F,45.30%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:44:32,68.36°F,45.30%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:44:34,68.36°F,45.30%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:44:36,68.18°F,45.20%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:44:38,68.36°F,45.30%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:44:40,68.36°F,45.30%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:44:42,68.36°F,45.30%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:44:44,68.36°F,45.30%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:44:46,68.36°F,45.30%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:44:48,68.36°F,45.30%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:44:50,68.36°F,45.30%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:44:52,68.18°F,45.30%,67°F (Wall),69°F (Ambient2),Cold
2-Apr,12:44:54,68.18°F,45.30%,67°F (Wall),69°F (Ambient2),Cold
2-Apr,12:44:57,68.18°F,45.30%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:44:59,68.18°F,45.30%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:45:01,68.36°F,45.30%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:45:03,68.36°F,45.30%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:45:05,68.36°F,45.30%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:45:07,68.36°F,45.30%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:45:09,68.18°F,45.20%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:45:11,68.36°F,45.30%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:45:13,68.36°F,45.30%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:45:15,68.36°F,45.30%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:45:17,68.18°F,45.20%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:45:19,68.18°F,45.20%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:45:21,68.18°F,45.20%,67°F (Wall),69°F (Ambient2),Cold
2-Apr,12:45:23,68.36°F,45.30%,67°F (Wall),69°F (Ambient2),Cold
2-Apr,12:45:25,68.36°F,45.30%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:45:27,68.36°F,45.20%,67°F (Wall),69°F (Ambient2),Cold
2-Apr,12:45:29,68.36°F,45.20%,67°F (Wall),69°F (Ambient2),Cold
2-Apr,12:45:31,68.36°F,45.20%,67°F (Wall),69°F (Ambient2),Cold
2-Apr,12:45:33,68.18°F,45.10%,67°F (Wall),69°F (Ambient2),Cold
2-Apr,12:45:35,68.36°F,45.20%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:45:37,68.36°F,45.20%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:45:39,68.36°F,45.20%,67°F (Wall),69°F (Ambient2),Cold
2-Apr,12:45:41,68.36°F,45.30%,67°F (Wall),69°F (Ambient2),Cold
2-Apr,12:45:43,68.18°F,45.20%,67°F (Wall),69°F (Ambient2),Cold
2-Apr,12:45:45,68.36°F,45.30%,67°F (Wall),69°F (Ambient2),Cold
2-Apr,12:45:47,68.36°F,45.30%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:45:49,68.36°F,45.30%,67°F (Wall),69°F (Ambient2),Cold
2-Apr,12:45:51,68.36°F,45.30%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:45:53,68.36°F,45.30%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:45:55,68.36°F,45.30%,67°F (Wall),69°F (Ambient2),Cold
2-Apr,12:45:57,68.36°F,45.30%,67°F (Wall),69°F (Ambient2),Cold
2-Apr,12:46:00,68.36°F,45.30%,67°F (Wall),69°F (Ambient2),Cold
2-Apr,12:46:02,68.36°F,45.30%,67°F (Wall),69°F (Ambient2),Cold
2-Apr,12:46:04,68.36°F,45.30%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:46:06,68.36°F,45.30%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:46:08,68.36°F,45.30%,67°F (Wall),69°F (Ambient2),Cold
2-Apr,12:46:10,68.36°F,45.30%,67°F (Wall),69°F (Ambient2),Cold
2-Apr,12:46:12,68.36°F,45.30%,67°F (Wall),69°F (Ambient2),Cold
2-Apr,12:46:14,68.18°F,45.20%,67°F (Wall),69°F (Ambient2),Cold
2-Apr,12:46:16,68.36°F,45.30%,67°F (Wall),69°F (Ambient2),Cold
2-Apr,12:46:18,68.18°F,45.20%,67°F (Wall),70°F (Ambient2),Cold
2-Apr,12:46:20,68.36°F,45.30%,67°F (Wall),69°F (Ambient2),Cold
2-Apr,12:46:22,68.36°F,45.30%,67°F (Wall),69°F (Ambient2),Cold
2-Apr,12:46:24,68.36°F,45.30%,67°F (Wall),69°F (Ambient2),Cold
2-Apr,12:46:26,68.36°F,45.30%,67°F (Wall),70°F (Ambient2),Cold
